W	PRON	NL	NN	NPN	BFNT	TFNT	NP
tyche	tIS	5	0	15	1951857	16729	3
thwoil	Tw4l	6	0	0	2156186	4598	4
poz	pQz	3	6	29	30086	0	3
fult	fVlt	4	3	5	139945	5726	4
soatch	s5J	6	2	14	746033	24221	3
wrerte	r3t	6	0	25	774982	802	3
sybe	s2b	4	1	15	175831	1	3
quagg	kw{g	5	0	3	37902	3562	4
rhaunt	r9nt	6	0	9	700306	5919	4
strork	str9k	6	0	6	891737	50428	5
knusp	nVsp	5	0	1	201759	3	4
drurg	dr3g	5	0	3	141742	2950	4
choamb	J5m	6	0	14	476302	13105	3
ploant	pl5nt	6	0	2	934664	22081	5
zep	zEp	3	8	7	28718	0	3
brise	br2s	5	5	9	705794	20076	4
ghwed	gwEd	5	0	1	541014	4273	4
nas	n{s	3	8	20	432708	5	3
spreck	sprEk	6	0	1	517140	13816	5
thulf	TVlf	5	0	1	2029631	4442	4
spulmb	spVlm	6	0	0	171813	3586	5
poamb	p5m	5	0	19	111286	761	3
rhuilt	rult	6	0	4	170362	8660	4
slown	sl6n	5	5	3	312664	61889	4
krove	kr5v	5	4	12	362355	23423	4
bremf	brEmf	5	0	0	478036	7356	5
ghwab	gw{b	5	0	1	363757	53	4
thwene	Twin	6	0	1	2448527	14012	4
screim	skr1m	6	1	4	581295	7857	5
vewsh	vjuS	5	0	2	372855	4278	4
croog	krug	5	2	7	354892	19555	4
squife	skw2f	6	0	0	164475	30141	5
cholmb	JQlm	6	0	0	463292	23614	4
plidd	plId	5	1	8	221058	1939	4
dimph	dImf	5	0	4	132006	1344	4
doolte	dult	6	0	2	469370	19612	4
tworte	tw9t	6	0	4	645946	82367	4
telch	tElJ	5	4	3	366189	8729	4
skrete	skrit	6	0	5	571634	788	5
skarmb	sk#m	6	0	7	297935	10260	4
splurp	spl3p	6	0	1	156919	3430	5
squarv	skw#v	6	1	0	270339	9442	5
knoarv	n9v	6	0	11	502370	30248	3
vawk	v9k	4	2	12	21481	344	3
dwilse	dwIls	6	0	0	575500	44927	5
pryth	prIT	5	0	3	1921541	548	4
feigg	f1g	5	1	18	191360	5341	3
korth	k9T	5	3	19	2299862	24774	3
krurck	kr3k	6	0	9	186630	4109	4
slov	slQv	4	7	8	127817	10704	4
taunch	t9nJ	6	3	5	371723	14645	4
frauce	fr9s	6	1	2	303562	4710	4
knont	nQnt	5	0	5	557290	38881	4
rhoaf	r5f	5	0	26	223071	395	3
flabb	fl{b	5	0	8	118962	5834	4
hud	hVd	3	15	32	21682	57	3
rylce	rIls	5	0	6	95029	0	4
trilch	trIlJ	6	0	2	448989	12154	5
phruke	fruk	6	0	4	200325	2517	4
squoom	skwum	6	0	1	311043	14520	5
cheult	Jult	6	0	0	2080112	17777	4
mesck	mEsk	5	0	6	484638	14192	4
froofe	fruf	6	0	2	1010244	92593	4
knilmb	nIlm	6	0	1	176756	3012	4
dwolge	dwQl_	6	0	0	250294	355	5
smeame	smim	6	0	2	738890	60297	4
prurgn	pr3n	6	0	4	141293	1277	4
sweaff	swif	6	0	5	421069	9852	4
crorb	kr9b	5	1	4	566827	5434	4
slilth	slIlT	6	0	0	2135173	10988	5
elp	Elp	3	5	6	88234	8253	3
chargn	J#n	6	1	15	1008970	39384	3
gweap	gwip	5	0	1	402567	5890	4
spisk	spIsk	5	0	0	421199	4058	5
drewk	druk	5	0	4	466656	10111	4
yumn	jVm	4	0	14	8444	0	3
stylce	stIls	6	0	5	345243	3717	5
sleemb	slim	6	0	11	393616	22374	4
ghieg	g2g	5	0	7	510925	2579	3
ghwelt	gwElt	6	0	1	380097	28265	5
shinch	SInJ	6	0	7	1206646	56573	4
yurce	j3s	5	0	9	177452	10436	3
trarne	tr#n	6	0	1	562329	30893	4
huign	hun	5	0	18	111208	3407	3
thep	TEp	4	5	3	3666606	1311222	3
kanch	k{nJ	5	1	5	947470	16315	4
roage	r5_	5	1	20	289506	16826	3
wrarm	r#m	5	0	18	341500	11761	3
ghlirr	gl3	6	0	6	310650	287	3
krilf	krIlf	5	0	0	198749	855	5
gnirph	n3f	6	0	6	129747	15	3
shibe	S2b	5	1	5	691588	4894	3
sloark	sl9k	6	0	6	402077	16150	4
skomp	skQmp	5	2	4	181024	194	5
shreav	Sriv	6	0	4	894132	63459	4
wheage	wi_	6	0	15	2293863	99324	3
graime	gr1m	6	0	15	532958	64311	4
whowsh	w6S	6	1	3	760100	87297	3
grumph	grVmf	6	0	0	95311	4738	5
zowlte	z6lt	6	0	0	261079	1331	4
blout	bl6t	5	3	7	707391	63323	4
pas	p{s	3	17	24	467175	8793	3
drelce	drEls	6	0	0	580797	5962	5
skice	sk2s	5	3	6	215760	18904	4
bleace	blis	6	1	8	551631	80794	4
gleec	glik	5	0	7	335842	5880	4
sniell	sn2l	6	0	7	345171	40857	4
geith	_1T	5	0	8	2387325	120496	3
beante	bint	6	0	5	1266821	39424	4
dwese	dwis	5	0	0	595708	24546	4
quinc	kwINk	5	2	1	530055	20592	5
plyll	plIl	5	0	0	248956	29	4
ghweal	gwil	6	0	0	635289	13751	4
ghlurb	gl3b	6	0	4	201257	793	4
gneec	nik	5	0	30	367130	14558	3
gloint	gl4nt	6	0	1	655793	24543	5
sirgue	s3g	6	0	11	183621	7343	3
smeeck	smik	6	0	7	500924	10361	4
pliell	pl2l	6	0	3	455769	44715	4
grarbe	gr#b	6	0	4	530634	8476	4
hauv	h9v	4	1	17	567650	438	3
gruib	grub	5	0	6	95021	2117	4
slelse	slEls	6	0	0	503800	15366	5
tas	t{s	3	11	15	486186	2652	3
dwugg	dwVg	5	0	1	55246	758	4
sarve	s#v	5	4	9	502412	4690	3
glool	glul	5	1	3	308464	41174	4
phloam	fl5m	6	0	7	177484	2249	4
trev	trEv	4	2	4	453806	14921	4
smuive	smuv	6	0	1	259524	31744	4
phiese	fis	6	0	17	822782	27806	3
spysc	spIsk	5	0	0	71734	141	5
grurv	gr3v	5	0	5	157197	786	4
skaln	sk{ln	5	0	1	162343	89	5
gylmn	gIlm	5	0	6	6754	0	4
qualge	kw{l_	6	0	0	223724	2920	5
clurmn	kl3m	6	0	4	151171	3284	4
ghwurc	gw3k	6	0	1	201267	4112	4
sweake	swik	6	0	8	572791	52163	4
stang	st{N	5	5	7	1110535	50537	4
ghrufe	gruf	6	0	7	232753	1239	4
gnealt	nilt	6	0	3	546891	18889	4
noaque	n5k	6	0	23	248233	2452	3
jumb	_Vm	4	4	20	36533	1916	3
cheun	Jun	5	0	15	2010440	16732	3
deldge	dEl_	6	0	3	368813	13688	4
creich	kr1J	6	0	10	748412	62823	4
stegg	stEg	5	0	6	352674	11980	4
flibe	fl2b	5	0	2	287596	3434	4
vill	vIl	4	14	24	334259	67328	3
zoodge	zu_	6	0	1	258923	37669	3
jilv	_Ilv	4	0	0	120966	0	4
nolmb	nQlm	5	0	0	265805	34	4
strign	strIn	6	0	4	465139	54969	5
twern	tw3n	5	1	5	458446	62482	4
deech	diJ	5	2	14	446241	6522	3
pheam	fim	5	0	18	2028305	34049	3
rertch	r3J	6	0	11	882671	11968	3
lylph	lIlf	5	1	2	16837	855	4
slerg	sl3g	5	0	6	396092	4592	4
welce	wEls	5	1	13	338172	20359	4
mighnt	m2nt	6	0	8	294422	75238	4
thwiln	TwIln	6	0	0	2192834	38001	5
shuibb	Sub	6	0	5	192395	1269	3
yuigg	jug	5	0	6	96031	72	3
flelve	flElv	6	0	0	390686	6940	5
galt	g{lt	4	8	7	171828	5071	4
perph	p3f	5	1	16	292796	6717	3
stean	stin	5	6	11	1274123	33838	4
squoll	skwQl	6	1	6	291199	6464	5
shiek	S2k	5	3	19	562596	6627	3
snoate	sn5t	6	0	7	719377	27871	4
gnybe	n2b	5	0	13	179483	1	3
phlil	flIl	5	0	7	215139	33	4
phooch	fuJ	6	0	5	555146	13962	3
wheck	wEk	5	4	29	2071754	68025	3
sckaul	sk9l	6	0	13	214991	1153	4
jasque	_{sk	6	2	1	461101	5633	4
shilph	SIlf	6	0	1	645657	25822	4
laiph	l1f	5	0	22	221358	5184	3
flurme	fl3m	6	0	3	356719	3906	4
ghwey	gw1	5	0	2	374867	0	3
phloul	fl6l	6	0	2	640160	100812	4
veish	v1S	5	0	6	721433	7145	3
dwelve	dwElv	6	1	4	410421	24783	5
koln	kQln	4	1	2	60425	0	4
frawlt	fr9lt	6	0	0	199075	8639	5
scrort	skr9t	6	0	1	633481	23616	5
yernte	j3nt	6	0	4	471247	1583	4
struph	strVf	6	1	7	398572	34928	5
daick	d1k	5	0	27	287134	11536	3
sneish	sn1S	6	0	2	741835	6855	4
taigue	t1g	6	0	9	269784	8566	3
ghwash	gw{S	6	0	0	940927	194465	4
dreth	drET	5	0	4	2373870	7912	4
slernt	sl3nt	6	0	2	477398	5307	5
grorse	gr9s	6	1	5	909752	39247	4
steeph	stif	6	1	10	553623	26235	4
strymp	strImp	6	0	1	330653	29161	6
loov	luv	4	6	17	260591	27993	3
throwt	Tr6t	6	3	4	2269513	68565	4
giege	gi_	5	2	5	128691	300	3
sloote	slut	6	0	13	479610	42114	4
wheeff	wif	6	0	23	2211904	68065	3
treive	tr1v	6	0	11	696643	46878	4
splour	spl9	6	0	1	664367	54131	4
splirr	spl3	6	0	1	265198	2207	4
knolp	nQlp	5	1	0	304787	26899	4
phrelb	frElb	6	0	0	512063	13989	5
lurve	l3v	5	1	14	250379	5165	3
purg	p3g	4	4	15	110373	2432	3
ploov	pluv	5	0	2	294824	28949	4
clye	kl2	4	0	9	87683	17	3
charc	J#k	5	4	25	1007432	34929	3
psewt	sjut	5	0	5	317795	1005	4
togn	tQn	4	3	29	980033	7	3
ghwage	gw1_	6	0	0	444091	10360	4
zertch	z3J	6	0	5	497513	11968	3
rurthe	r3D	6	0	1	3797454	1325604	3
swuyle	sw2l	6	0	8	150632	2249	4
thylse	TIls	6	0	0	2182239	5628	4
stoaph	st5f	6	0	11	1263900	17390	4
spabb	sp{b	5	0	6	76471	4932	4
kreegn	krin	6	0	15	583948	30769	4
swouce	sw6s	6	0	1	685948	54250	4
gholmn	gQlm	6	0	1	372430	12072	4
whiem	w2m	5	0	24	698245	77954	3
whaip	w1p	5	0	29	917225	50889	3
snegue	snEg	6	0	3	207990	4712	4
criett	kr2t	6	0	8	195151	17648	4
snoan	sn5n	5	0	3	935138	2377	4
gufe	gjuf	4	0	0	70224	0	4
stope	st5p	5	8	15	1304282	34444	4
zaull	z9l	5	0	17	339034	10644	3
jeng	_EN	4	0	5	292398	2941	3
phroul	fr6l	6	0	5	768791	161116	4
twarle	tw#l	6	0	2	682056	11519	4
phliem	fl2m	6	0	7	192071	3251	4
crirt	kr3t	5	0	1	246222	6112	4
cheill	J1l	6	0	28	2334050	135038	3
splou	spl6	5	0	1	585986	4448	4
glorte	gl9t	6	0	2	600031	19958	4
phlalt	fl{lt	6	0	2	259077	4867	5
draugg	dr9g	6	0	7	155844	11454	4
gnarnt	n#nt	6	0	1	349299	6987	4
scroab	skr5b	6	0	3	248649	15735	5
feace	fis	5	2	17	451345	49489	3
flir	fl3	4	3	15	216898	2451	3
wirlte	w3lt	6	0	10	419516	8007	4
fouse	f6s	5	7	11	986933	101253	3
lourt	l9t	5	1	32	647564	56726	3
grulmn	grVlm	6	0	0	192999	3000	5
grern	gr3n	5	1	7	697005	18999	4
maigg	m1g	5	0	17	282493	6432	3
quoagg	kw5g	6	0	1	54024	1177	4
zoott	zut	5	0	14	281706	5785	3
frelse	frEls	6	0	1	843583	19607	5
thibb	TIb	5	0	10	2255005	113452	3
ghlalm	gl{lm	6	0	0	348614	1644	5
synt	sInt	4	2	19	70087	3	4
krilgn	krIln	6	0	0	194952	884	5
skup	skVp	4	3	11	77752	381	4
keuse	kus	5	0	24	512661	66041	3
rurdge	r3_	6	0	9	213799	5908	3
swolf	swQlf	5	0	0	198207	1457	5
scarle	sk#l	6	1	12	516365	16853	4
bealte	bilt	6	0	5	637928	19933	4
brom	brQm	4	5	6	364494	80879	4
twirth	tw3T	6	0	2	2255578	15838	4
pilte	pIlt	5	0	16	240077	5968	4
coarge	k9_	6	2	20	427468	25590	3
skaive	sk1v	6	0	6	317836	31723	4
ploan	pl5n	5	0	7	864627	3964	4
krowle	kr6l	6	0	7	475902	15677	4
ghalce	g{ls	6	0	4	886042	12311	4
chaim	J1m	5	4	16	949106	29572	3
thauf	T9f	5	0	6	2463311	222879	3
frilv	frIlv	5	1	2	291307	8139	5
braith	br1T	6	1	12	2461835	142420	4
kneeve	niv	6	0	16	549002	23249	3
spreub	sprub	6	0	1	449688	9460	5
triegn	tr2n	6	0	11	181430	25869	4
phrung	frVN	6	0	1	211392	19583	4
benk	bENk	4	8	2	417766	2170	4
flylve	flIlv	6	0	0	177915	3797	5
gursh	g3S	5	0	8	312031	13625	3
stiev	st2v	5	1	9	353845	20009	4
koache	k5S	6	0	16	2060323	35644	3
thoarl	T9l	6	0	20	2376857	31791	3
jieth	_2T	5	0	3	1996206	1424	3
dit	dIt	3	17	30	395237	116	3
toutch	t6J	6	0	7	1772834	71410	3
zarmn	z#m	5	0	10	269399	10195	3
scieg	sk2g	5	0	3	63722	150	4
spurve	sp3v	6	0	8	287567	6388	4
goave	g5v	5	2	14	329184	95716	3
thraib	Tr1b	6	0	1	2101270	47509	4
knalp	n{lp	5	0	0	193734	1080	4
plieg	pl2g	5	2	5	170615	4318	4
rarse	r#s	5	1	5	622633	39788	3
mog	mQg	3	17	20	88585	33	3
ruth	rVT	4	2	16	2086297	14450	3
psoamn	s5m	6	0	24	204346	2060	3
preil	pr1l	5	0	11	586842	5840	4
slurn	sl3n	5	3	6	126078	13589	4
twiche	twIS	6	0	7	2239770	78914	4
scump	skVmp	5	3	4	44467	3722	5
drogg	drQg	5	0	7	218839	4857	4
naidge	n1_	6	0	12	278997	60736	3
suln	sVln	4	1	1	141089	61	4
cruph	krVf	5	1	4	103441	1832	4
pleace	plis	6	2	9	565756	82758	4
heamb	him	5	0	25	2028496	34133	3
sneach	sniJ	6	0	4	680802	40998	4
sloarf	sl9f	6	0	3	372207	7619	4
herke	h3k	5	0	28	2147552	158801	3
skrume	skrum	6	0	6	283930	948	5
valce	v{ls	5	2	4	226464	196	4
helk	hElk	4	6	7	1844782	15041	4
heunn	hun	5	0	18	1816541	208	3
swoag	sw5g	5	0	2	164991	627	4
thwub	TwVb	5	0	0	1901707	27	4
bliege	bli_	6	0	5	223600	4729	4
crylt	krIlt	5	1	3	46764	912	5
strep	strEp	5	6	6	727966	39881	5
yorch	j9J	5	2	9	714296	13867	3
spown	sp6n	5	3	10	263615	57846	4
cheem	Jim	5	2	16	2187327	37238	3
veibb	v1b	5	0	8	215157	541	3
firque	f3k	6	1	24	193652	24525	3
craib	kr1b	5	0	9	189715	17551	4
dwise	dw2s	5	0	1	784427	11148	4
ghylf	gIlf	5	0	7	129377	0	4
heague	hig	6	1	12	2008739	33204	3
scrylp	skrIlp	6	0	1	57972	4195	6
wofe	w5f	4	4	11	702722	33	3
vief	v2f	4	4	10	56423	7890	3
skroil	skr4l	6	0	2	353076	4646	5
hilge	hIl_	5	2	3	543359	21166	4
soine	s4n	5	4	18	764029	29004	3
skreiv	skr1v	6	0	1	505795	473	5
dworl	dw9l	5	0	3	503855	57429	4
yirch	j3J	5	1	6	316932	6779	3
prupe	prup	5	2	11	151147	395	4
guique	gIk	6	0	20	61580	3987	3
jeath	_iT	5	2	6	2520504	39928	3
crowl	kr6l	5	6	7	357922	20492	4
zeuck	zuk	5	0	1	117854	5094	3
thwob	TwQb	5	1	2	2027696	27	4
brooph	bruf	6	1	8	393919	24863	4
yoth	jQT	4	3	5	2174506	15085	3
whownt	w6nt	6	0	7	717862	133779	4
gwemph	gwEmf	6	0	0	243406	282	5
drel	drEl	4	1	8	494796	5723	4
glorp	gl9p	5	0	0	464421	5564	4
thoage	T5_	6	0	0	2193459	38035	3
glov	glQv	4	1	2	122811	9453	4
crorsh	kr9S	6	0	5	788439	11433	4
cown	k6n	4	10	20	290177	53311	3
snurmb	sn3m	6	0	1	112673	782	4
joobb	_ub	5	0	12	176268	289	3
ghreal	gril	6	0	14	890518	64627	4
smique	smIk	6	0	8	87888	6777	4
bilph	bIlf	5	0	5	147047	3127	4
skyse	sk2s	5	0	6	296919	1353	4
smernt	sm3nt	6	0	1	570297	3688	5
queub	kwub	5	1	1	39605	2653	4
blaick	bl1k	6	0	12	375828	25110	4
loarc	l9k	5	0	31	372717	8410	3
boogg	bug	5	0	16	195879	9513	3
thwook	Twuk	6	0	1	2207412	41932	4
blylv	blIlv	5	0	0	25951	0	5
sheinn	S1n	6	0	44	2426323	134218	3
cernt	s3nt	5	0	8	414026	1063	4
jeum	_um	4	0	21	10647	3	3
ghrar	gr#	5	0	3	453088	1580	3
dreete	drit	6	0	5	754162	52616	4
ghwep	gwEp	5	0	1	304718	702	4
kroag	kr5g	5	0	8	222396	7040	4
googg	gug	5	0	6	212104	16681	3
dwoont	dwunt	6	0	0	589931	19689	5
gnerb	n3b	5	0	10	411827	1438	3
treave	triv	6	0	5	917430	156657	4
dinge	dIn_	5	5	3	632585	43034	4
vibb	vIb	4	0	9	7816	30	3
kergue	k3g	6	0	12	404648	4841	3
spriep	spr2p	6	0	2	183472	26585	5
gwea	gwi	4	1	2	389049	4228	3
dweig	dw1g	5	0	0	304843	7615	4
smilk	smIlk	5	2	0	188975	15830	5
mowl	m6l	4	10	22	236546	1394	3
kyce	k2s	4	0	16	87277	200	3
glumf	glVmf	5	0	0	27350	1546	5
nep	nEp	3	8	13	193976	0	3
mulp	mVlp	4	4	4	158876	400	4
ghlof	glQf	5	0	1	728824	61	4
chorlt	J9lt	6	0	6	794641	31213	4
zeech	ziJ	5	2	9	394862	3620	3
spruln	sprVln	6	0	0	190951	7104	6
yeuph	juf	5	0	13	109597	0	3
sprudd	sprVd	6	0	3	86965	5109	5
stulth	stVlT	6	0	1	2294071	7158	5
gwoove	gwuv	6	1	1	441928	22240	4
furk	f3k	4	8	24	116680	707	3
balph	b{lf	5	1	0	194592	4109	4
greish	gr1S	6	0	11	1005190	25764	4
sploom	splum	6	0	1	451714	40734	5
unk	VNk	3	1	1	94733	2043	3
whaith	w1T	6	1	20	3167875	175449	3
claic	kl1k	5	1	14	322786	12874	4
psoash	s5S	6	0	11	724758	8370	3
keaque	kik	6	0	33	377486	2452	3
norc	n9k	4	1	24	569902	10635	3
gwownt	gw6nt	6	0	0	396898	52521	5
snur	sn3	4	4	7	83662	782	3
pymn	pIm	4	1	25	1854	179	3
brish	brIS	5	4	10	612551	19948	4
brych	brIJ	5	0	11	233632	0	4
twerse	tw3s	6	0	3	751485	78738	4
sewp	sjup	4	3	7	299191	238	4
strolk	strQlk	6	1	0	577323	34837	6
losk	lQsk	4	5	2	191614	15374	4
wrece	ris	5	1	20	496016	3292	3
dwalm	dw{lm	5	0	0	393895	11474	5
deik	d1k	4	2	27	152093	40	3
dwiep	dw2p	5	0	1	242035	49	4
phrilm	frIlm	6	0	2	236242	5149	5
lorc	l9k	4	3	31	468732	8639	3
hett	hEt	4	3	34	1815530	34	3
staub	st9b	5	0	8	337499	32377	4
doul	d6l	4	4	19	694387	101447	3
skolmn	skQlm	6	0	0	90272	0	5
sckysc	skIsk	6	0	0	131170	0	5
jewnte	_unt	6	0	4	269141	1635	4
sheemn	Sim	6	0	17	2147629	101822	3
grynte	grInt	6	0	8	214877	0	5
nad	n{d	3	17	28	187641	0	3
whursh	w3S	6	0	14	561111	17716	3
duilt	dult	5	3	2	161022	8660	4
glarge	gl#_	6	0	1	428023	31147	4
boph	bQf	4	2	14	75716	10	3
spet	spEt	4	6	14	144541	10872	4
laitch	l1J	6	0	18	782383	23367	3
spenge	spEn_	6	1	2	436854	31848	5
sworce	sw9s	6	0	6	588763	56530	4
blomf	blQmf	5	0	0	263192	6115	5
trynte	trInt	6	0	4	228772	4305	5
prieve	priv	6	1	4	287994	23657	4
phulk	fVlk	5	0	4	148122	665	4
tarlt	t#lt	5	0	1	347185	8613	4
sckock	skQk	6	0	6	166000	10835	4
woase	w5s	5	1	6	814162	15495	3
clonte	klQnt	6	0	2	543183	38358	5
sooff	suf	5	1	18	797112	20238	3
grieb	gr2b	5	1	7	159368	16900	4
thwale	Tw1l	6	0	1	2420440	17246	4
spourg	sp9g	6	0	3	575083	61834	4
builte	bult	6	0	4	347311	12143	4
splok	splQk	5	1	2	206300	2057	5
treegg	trig	6	0	4	644824	47249	4
rhilph	rIlf	6	0	1	490192	21917	4
thraik	Tr1k	6	0	4	2136596	47509	4
preub	prub	5	0	5	420221	5275	4
queag	kwig	5	0	1	262056	3118	4
dribe	dr2b	5	3	6	275382	7801	4
blouce	bl6s	6	1	3	671749	11981	4
dreev	driv	5	0	4	600469	36817	4
ralve	r{lv	5	4	2	358289	4245	4
selce	sEls	5	0	8	413671	1989	4
splace	spl1s	6	1	2	341383	73751	5
psuge	sju_	5	0	2	162235	2009	4
zighte	z2t	6	0	20	353567	142881	3
crytt	krIt	5	1	6	27011	912	4
hautch	h9J	6	2	19	940932	13028	3
chaul	J9l	5	0	19	877526	19972	3
rhup	rVp	4	0	22	67646	0	3
therph	T3f	6	0	6	3886439	1465127	3
besh	bES	4	5	13	504529	8852	3
stonte	stQnt	6	0	4	1639282	31060	5
warve	w#v	5	2	7	655563	14813	3
dewlte	djult	6	0	1	219638	95	5
pliss	plIs	5	2	4	523292	9151	4
shulge	SVl_	6	0	1	351472	1714	4
yarck	j#k	5	0	15	326221	5239	3
wrez	rEz	4	1	22	402713	652	3
tosck	tQsk	5	0	4	1131426	313	4
gheff	gEf	5	0	9	1892539	2324	3
daug	d9g	4	2	8	94858	5445	3
trilge	trIl_	6	0	2	319419	12055	5
stirch	st3J	6	2	5	631396	25481	4
sckong	skQN	6	0	4	419774	21707	4
zaipe	z1p	5	0	9	169082	1621	3
blose	bl5s	5	3	6	435566	56543	4
nulce	nVls	5	0	2	201117	26	4
shraup	Sr9p	6	0	0	321960	3378	4
phrap	fr{p	5	0	3	118144	4418	4
crelth	krElT	6	0	0	2401779	15585	5
gneith	n1T	6	0	9	2495593	121055	3
slaig	sl1g	5	2	10	290595	9165	4
scult	skVlt	5	1	5	160541	1375	5
yontch	jQnJ	6	0	1	675734	21771	4
clulce	klVls	6	0	1	246616	2734	5
plirse	pl3s	6	0	3	549658	38736	4
zolt	zQlt	4	5	0	79622	367	4
phelk	fElk	5	1	4	1849217	15415	4
palv	p{lv	4	4	3	183874	2236	4
cheemn	Jim	6	0	16	2188526	37238	3
sulv	sVlv	4	1	3	143959	61	4
cruill	krul	6	0	9	394733	75172	4
quolb	kwQlb	5	0	0	76404	324	5
crorte	kr9t	6	0	6	703551	20333	4
wrarke	r#k	6	0	22	478103	14557	3
dwoam	dw5m	5	0	0	199667	254	4
frooke	fruk	6	0	4	606859	147295	4
demph	dEmf	5	0	0	127869	217	4
gwout	gw6t	5	0	0	713637	104967	4
snyse	sn2s	5	0	4	274169	0	4
slaup	sl9p	5	0	7	176945	5039	4
psarse	s#s	6	0	9	675508	39010	3
woss	wQs	4	11	20	235268	4662	3
laull	l9l	5	0	26	437673	13749	3
zoat	z5t	4	4	12	428508	4510	3
wrarbe	r#b	6	0	7	493703	1956	3
zonck	zQNk	5	0	3	355989	10228	4
squauv	skw9v	6	0	3	36399	6000	5
bermb	b3m	5	0	23	440526	4297	3
whenk	wENk	5	1	3	2238033	136617	4
squaic	skw1k	6	0	2	212376	6041	5
carque	k#k	6	3	26	368547	15148	3
blilf	blIlf	5	0	0	238300	1211	5
ghorgn	g9n	6	0	37	681492	8825	3
leiche	l1S	6	0	15	2225557	74991	3
coof	kuf	4	13	22	754273	4398	3
symph	sImf	5	2	2	13825	207	4
tez	tEz	3	6	22	91492	0	3
smoog	smug	5	0	3	251610	4932	4
mewthe	mjuD	6	0	6	3920719	1313352	4
ziemn	z2m	5	0	9	95696	0	3
flolve	flQlv	6	0	0	331362	9134	5
thawse	T9s	6	0	16	2725990	224870	3
ghilve	gIlv	6	0	5	743108	23891	4
pung	pVN	4	12	20	162957	11736	3
pruick	pruk	6	0	6	217821	15094	4
druk	drVk	4	2	5	52811	1912	4
mernte	m3nt	6	0	6	642791	1947	4
theln	TEln	5	0	0	3723246	1326213	4
strasc	str{sk	6	0	0	821215	43558	6
skiek	sk2k	5	2	4	94521	4970	4
cloamn	kl5m	6	0	11	208461	17508	4
prarme	pr#m	6	0	4	575605	15658	4
saughl	s9l	6	0	38	273519	51304	3
clelve	klElv	6	1	0	407840	11687	5
dorge	d9_	5	4	9	592505	13143	3
snark	sn#k	5	6	8	287232	10769	4
clarb	kl#b	5	0	3	377458	14714	4
squylm	skwIlm	6	0	0	27580	3208	6
nauv	n9v	4	0	11	23230	96	3
shung	SVN	5	5	13	313072	14342	3
bulm	bVlm	4	4	3	218731	1270	4
maute	m9t	5	1	39	368597	1462	3
prirck	pr3k	6	0	1	281182	7763	4
brorb	br9b	5	0	5	577567	9115	4
plytch	plIJ	6	0	2	244189	11847	4
yirnte	j3nt	6	0	4	290240	775	4
spilck	spIlk	6	0	3	227633	3605	5
wraz	r{z	4	2	26	75079	927	3
twooff	twuf	6	0	0	836565	40192	4
vass	v{s	4	11	12	469096	15170	3
neiff	n1f	5	0	11	318321	1172	3
dweece	dwis	6	0	0	451239	13029	4
sath	s{T	4	7	13	2401607	13356	3
prurm	pr3m	5	0	4	150803	239	4
rargn	r#n	5	0	14	321892	8992	3
threrp	Tr3p	6	0	0	2559788	46470	4
smawte	sm9t	6	0	7	227821	9853	4
rulge	rVl_	5	1	1	208408	2959	4
clylgn	klIln	6	0	0	40899	0	5
mulge	mVl_	5	1	3	216673	473	4
sckauv	sk9v	6	0	5	101672	83	4
glalmn	gl{lm	6	0	0	247812	6580	5
rheent	rint	6	0	7	2214097	87714	4
straib	str1b	6	2	5	484846	53551	5
knewl	njul	5	2	5	261920	37839	4
stry	str2	4	2	4	321266	29060	4
rhulth	rVlT	6	0	0	2041085	4572	4
bluich	bluJ	6	0	5	332235	62747	4
swool	swul	5	4	8	335620	15182	4
psesh	sES	5	0	10	594120	3026	3
brirph	br3f	6	0	1	216375	8316	4
struip	strup	6	0	8	372812	36754	5
phluse	flus	6	0	6	399148	67542	4
trent	trEnt	5	2	3	732392	45757	5
granc	gr{Nk	5	3	6	861094	28950	5
fook	fuk	4	12	6	370458	47519	3
mailt	m1lt	5	1	7	341500	14883	4
sploon	splun	6	0	1	556946	37117	5
weagg	wig	5	0	15	407582	5593	3
zilmb	zIlm	5	0	1	125818	1793	4
thwoak	Tw5k	6	0	1	2080827	835	4
glule	glul	5	0	3	270462	3232	4
shronc	SrQNk	6	0	3	668670	43684	5
gwigue	gwIg	6	0	2	282724	4966	4
phralt	fr{lt	6	0	0	260559	6997	5
shulm	SVlm	5	0	0	287835	1437	4
kig	kIg	3	14	21	94872	0	3
reatt	rit	5	0	42	1016109	71813	3
trolck	trQlk	6	0	0	376472	9600	5
snirlt	sn3lt	6	0	0	164033	8081	5
rarle	r#l	5	0	11	465768	2198	3
gaick	g1k	5	0	22	272936	13340	3
frourl	fr9l	6	0	9	811359	169493	4
fleign	fl1n	6	0	10	288675	11023	4
gwoice	gw4s	6	0	0	314739	19373	4
claumb	kl9m	6	0	7	158580	11709	4
burlte	b3lt	6	0	7	311253	3419	4
squoth	skwQT	6	0	4	2048528	18929	5
wirn	w3n	4	2	32	310916	201	3
dreuf	druf	5	0	3	418708	5872	4
phlike	fl2k	6	0	8	264919	70554	4
ket	kEt	3	16	32	194724	199	3
fuilte	fult	6	0	4	253375	8664	4
woosh	wuS	5	0	10	493435	4748	3
whirg	w3g	5	1	17	721756	80298	3
meidge	m1_	6	0	21	444876	7174	3
wouch	w6J	5	3	5	788763	91341	3
